key_0,I,Vax,I_Arima,I_SIR,S_SIR,Herd_Immunity,state
2021-03-13,1798.0,2425.0,1798.0,1946.3173782049548,583491.5465435517,0,AK
2021-03-14,1786.0,4917.0,1786.0,1955.6719672159727,582261.4605394716,0,AK
2021-03-15,1814.0,1203.0,1814.0,1942.0205349305768,578554.3039705749,0,AK
2021-03-16,1794.0,1505.0,1794.0,1970.6326583079087,578595.3268439898,0,AK
2021-03-17,1797.0,2033.0,1797.0,1948.9257969197413,578337.2749214873,0,AK
2021-03-18,1822.0,2757.0,1822.0,1952.0584112017189,577553.4266182135,0,AK
2021-03-19,1749.0,1871.0,1749.0,1978.8261248322108,576049.6133700563,0,AK
2021-03-20,1805.0,3258.0,1805.0,1898.8254884887792,575459.7831764384,0,AK
2021-03-21,1820.0,2723.0,1820.0,1959.332310865722,573479.7844623798,0,AK
2021-03-22,1780.0,1030.0,1780.0,1974.632128761201,572053.0644889948,0,AK
2021-03-23,1863.0,321.0,0.0,1930.541067200477,572340.9599197615,0,AK
2021-03-24,1927.0,1562.0,1716.5589942914628,2020.7069443102991,573321.0519476822,0,AK
2021-03-25,1858.0,2423.0,1967.8219578709795,2090.6397239368625,573039.1988471256,0,AK
2021-03-26,1925.0,2864.0,2025.7309325056408,2015.6374724769,571910.7851004632,0,AK
2021-03-27,1955.0,3145.0,1801.0212579446138,2087.729553217422,570342.1076962411,0,AK
2021-03-28,2047.0,3678.0,2017.285517167344,2119.429273697622,568503.9744884382,0,AK
2021-03-29,2081.0,802.0,2022.02689075648,2218.141022921308,566137.0194349182,0,AK
2021-03-30,2062.0,769.0,2144.2000077497664,2253.6403703426354,566665.4660130835,0,AK
2021-03-31,2045.0,1659.0,2180.827038024736,2233.361280542141,567224.4543581248,0,AK
2021-04-01,2123.0,2402.0,2081.0384619462097,2215.260244209493,566890.3381417627,0,AK
2021-04-02,2256.0,2289.0,2060.938356896541,2299.560839895956,565803.9110633063,0,AK
2021-04-03,2304.0,3303.0,2212.007422568454,2442.9534852880747,564820.1256102422,0,AK
2021-04-04,2319.0,6449.0,2416.8592835762893,2494.313092620132,562824.9098329482,0,AK
2021-04-05,2386.0,2032.0,2407.3184626575,2509.290326084809,557702.4475513911,0,AK
2021-04-06,2297.0,693.0,2407.289813704568,2578.4550854086733,557040.5894190399,0,AK
2021-04-07,2304.0,2636.0,2526.3469626874985,2481.861741837135,557739.190354441,0,AK
2021-04-08,2380.0,5077.0,2243.9810793481224,2489.864040251241,556486.2329820738,0,AK
2021-04-09,2446.0,3553.0,2299.490341920645,2571.1817528432543,552793.2988994098,0,AK
2021-04-10,2426.0,5096.0,2471.324988154754,2640.020102656435,550653.081522045,0,AK
2021-04-11,2324.0,4265.0,2510.156715182712,2617.017740698729,546995.8972518401,0,AK
2021-04-12,2273.0,3174.0,2444.985669492395,2504.668684293447,544224.9395950283,0,AK
2021-04-13,2319.0,10367.0,2251.353192523754,2447.986317234268,542582.5267389866,0,AK
2021-04-14,2357.0,2660.0,2208.0898958606663,2496.4889455402163,533757.2896689136,0,AK
2021-04-15,2313.0,109.0,2323.377858612865,2531.7247689060587,532726.9748604613,0,AK
2021-04-16,2298.0,3168.0,2358.7648262827265,2483.813151996907,534265.4576741455,0,AK
2021-04-17,2242.0,3145.0,2265.333459067861,2468.6695476276363,532730.9206926335,0,AK
2021-04-18,2251.0,3063.0,2296.378133394292,2407.572272765441,531244.3863557988,0,AK
2021-04-19,2250.0,1114.0,2184.009850096875,2416.324399879009,529854.2323780761,0,AK
2021-04-20,2264.0,1072.0,2222.313415271861,2414.3979730537303,530427.9877955272,0,AK
2021-04-21,2260.0,3251.0,2233.55556448634,2429.77513380929,531035.4884980483,0,AK
2021-04-22,2256.0,2706.0,2256.993422849984,2425.856656780007,529458.1583848592,0,AK
2021-04-23,2155.0,2253.0,2263.451776897752,2420.592693284198,528443.1912505835,0,AK
2021-04-24,2112.0,1994.0,2253.0142091850744,2311.6274831575925,527907.5632834915,0,AK
2021-04-25,2215.0,1501.0,2050.369505794921,2265.19370414118,527643.2268036583,0,AK
2021-04-26,2220.0,585.0,2033.35830781486,2375.5051279054896,527858.8351220019,0,AK
2021-04-27,2218.0,527.0,2288.410712126842,2380.997972735881,528987.3873694746,0,AK
2021-04-28,2205.0,1146.0,2202.68896461138,2379.535547352677,530162.2793769987,0,AK
2021-04-29,2185.0,4374.0,2222.5292072890043,2366.2952472899947,530707.7213359387,0,AK
2021-04-30,2147.0,1603.0,2235.623969557613,2345.15726011415,528022.4754338937,0,AK
2021-05-01,2059.0,5472.0,2161.6549472618,2302.7997065605814,528142.5338301371,0,AK
2021-05-02,2007.0,1071.0,2097.10072977344,2208.481290825524,524405.8757724387,0,AK
2021-05-03,1982.0,278.0,1944.5236735952649,2150.660994173523,525117.6388776837,0,AK
2021-05-04,1968.0,168.0,1908.9319366627635,2124.256205052537,526618.7248552828,0,AK
2021-05-05,1901.0,848.0,1904.2965056135,2110.056978517068,528216.1391996415,0,AK
2021-05-06,1779.0,1287.0,1896.9725394024745,2039.0488107135063,529127.0432826459,0,AK
2021-05-07,1753.0,2478.0,1798.369526364096,1908.6312061758829,529608.1902150721,0,AK
2021-05-08,1693.0,90.0,1616.6516915696309,1880.9666661782303,528897.3073610289,0,AK
2021-05-09,1569.0,38.0,1668.863582702118,1816.258537865713,530591.1271781244,0,AK
2021-05-10,1564.0,3043.0,1565.5828620608845,1683.955485732804,532338.4089920389,0,AK
2021-05-11,1491.0,52.0,1363.848770031868,1679.334388639108,531063.2462277651,0,AK
2021-05-12,1391.0,761.0,1495.7138080287275,1600.4326471488191,532803.6811183386,0,AK
2021-05-13,1308.0,984.0,1358.8140440301318,1493.7533058491022,533832.533858449,0,AK
2021-05-14,1274.0,996.0,1213.273449461941,1404.989078716263,534640.6208697197,0,AK
2021-05-15,1228.0,1327.0,1170.923930964259,1368.748707302932,535433.6359537195,0,AK
2021-05-16,1182.0,1354.0,1158.3594294831464,1319.5932064559663,535894.622102012,0,AK
2021-05-17,1136.0,218.0,1108.2089295197477,1270.3107840651771,536331.0265254981,0,AK
2021-05-18,1105.0,361.0,1077.8761075015166,1221.0091807558806,537906.1142223444,0,AK
2021-05-19,1055.0,843.0,1048.9077741309366,1188.1640248033675,539326.820483889,0,AK
2021-05-20,1039.0,1163.0,1028.488546173191,1134.8096905538216,540258.7454456391,0,AK
2021-05-21,987.0,1033.0,963.465691587149,1117.8633595030728,540863.6003459655,0,AK
2021-05-22,941.0,1022.0,980.5052479020962,1062.0791995106206,541600.4251429952,0,AK
2021-05-23,895.0,1077.0,903.1737924085336,1012.7691487864264,542347.9374570645,0,AK
2021-05-24,849.0,332.0,853.061745708912,963.443220432543,543040.0462906327,0,AK
2021-05-25,845.0,258.0,813.8014496329995,914.0857103745374,544477.337260209,0,AK
2021-05-26,826.0,613.0,754.5386563987049,910.1102681105064,545974.5564766392,0,AK
2021-05-27,783.0,865.0,796.3038007560971,889.983506383281,547104.4774054895,0,AK
2021-05-28,720.0,992.0,774.7421013047959,843.8939163872044,547977.6901436188,0,AK
2021-05-29,703.0,1072.0,712.9665916143653,776.1658596193704,548725.0288111347,0,AK
2021-05-30,686.0,724.0,635.4941289629359,757.9829952052314,549387.4612421038,0,AK
2021-05-31,667.0,333.0,647.564132917326,739.7773175324168,550393.8593121504,0,AK
2021-06-01,640.0,202.0,629.6237873445871,719.4709168634245,551784.0469450227,0,AK
2021-06-02,578.0,113.0,611.9057318845116,690.5895385881164,553295.41265127,0,AK
2021-06-03,548.0,975.0,595.100432950524,623.9269044981088,554890.3759059735,0,AK
2021-06-04,541.0,891.0,494.1181043450957,591.7815108945127,555611.9777788764,0,AK
2021-06-05,527.0,1197.0,483.5634143031489,584.3287187227786,556411.386425222,0,AK
2021-06-06,513.0,2008.0,497.7971460695375,569.3223457696662,556898.9473580573,0,AK
2021-06-07,499.0,836.0,477.1437281081664,554.2662418220016,556572.8287855118,0,AK
2021-06-08,478.0,390.0,480.13080435947205,539.0956892979829,557424.2819512158,0,AK
2021-06-09,446.0,1781.0,473.9044522053815,516.5192853630316,558716.5069891978,0,AK
2021-06-10,436.0,1125.0,442.80050605611984,482.09775763036856,558609.8370188182,0,AK
2021-06-11,420.0,1337.0,397.3605240014055,471.2757078354981,559161.8700836516,0,AK
2021-06-12,414.0,896.0,404.8747572002967,454.0444143533623,559498.9169684618,0,AK
2021-06-13,408.0,1070.0,383.7017076233527,447.5961182419202,560274.5302519639,0,AK
2021-06-14,404.0,402.0,387.14240371688135,441.195515796762,560869.2765765046,0,AK
2021-06-15,403.0,216.0,391.81292601580986,436.9355946422014,562126.6610732402,0,AK
2021-06-16,395.0,942.0,389.89717364943215,435.9922580135138,563557.4964902085,0,AK
2021-06-17,368.0,916.0,396.7471911022717,427.49145272909095,564249.1757868631,0,AK
2021-06-18,334.0,922.0,382.9679501893629,398.3399319765294,564964.2883827323,0,AK
2021-06-19,341.0,894.0,335.9039368310277,361.6019212218635,565671.756434826,0,AK
2021-06-20,351.0,1093.0,288.4198050262656,369.2461939561738,566398.9355336644,0,AK
2021-06-21,414.0,400.0,327.7221354726482,380.1441334881866,566918.1306162681,0,AK
2021-06-22,415.0,159.0,343.5218249450245,448.4337490419141,568114.7141324921,0,AK
2021-06-23,416.0,411.0,469.51525836531147,449.6523431977481,569540.0317908266,0,AK
2021-06-24,405.0,876.0,440.5362926837073,450.8975388717765,570698.7696483323,0,AK
2021-06-25,395.0,679.0,437.31224723494006,439.1027452108677,571382.6106352096,0,AK
2021-06-26,402.0,2398.0,420.69157769027817,428.3343646511832,572258.1958784921,0,AK
2021-06-27,409.0,1794.0,382.0438058150767,436.0210886612258,571404.7685453317,0,AK
2021-06-28,415.0,665.0,403.857095550184,443.5183072231898,571162.8082669409,0,AK
2021-06-29,429.0,405.0,411.2188400954228,449.9973049073399,572051.3000222213,0,AK
2021-06-30,443.0,749.0,420.8482718844141,465.2818822416002,573188.4822826147,0,AK
2021-07-01,469.0,592.0,449.9041984085152,480.6032878606125,573967.831314785,0,AK
2021-07-02,496.0,3310.0,466.0722700990486,508.9099308245218,574891.9630708126,0,AK
2021-07-03,512.0,1655.0,506.0012901026464,538.3325174539273,573084.2323512221,0,AK
2021-07-04,525.0,1463.0,541.0104835178923,555.4456774371878,572947.1629217012,0,AK
2021-07-05,483.0,1445.0,548.9770757343393,569.5291660339145,573001.3221264502,0,AK
2021-07-06,489.0,80.0,560.8480867167126,523.9739664345691,573079.9149387511,0,AK
2021-07-07,495.0,151.0,458.950797876892,530.4934404055114,574521.7137775295,0,AK
2021-07-08,534.0,643.0,492.415170163401,537.1971899121104,575876.902306985,0,AK
2021-07-09,573.0,586.0,497.98170489182337,579.7191662067422,576719.8412605656,0,AK
2021-07-10,599.0,728.0,559.7346964882862,622.1899244466995,577604.7043520847,0,AK
2021-07-11,625.0,585.0,628.9886523256114,650.5664710852266,578334.2251231929,0,AK
2021-07-12,651.0,285.0,649.7277473665107,678.9290889819237,579194.9709258361,0,AK
2021-07-13,730.0,151.0,685.6755162200452,707.3253485719675,580342.5958680058,0,AK
2021-07-14,808.0,499.0,708.4648392063159,793.3889928481148,581599.2480593348,0,AK
2021-07-15,892.0,534.0,836.6210891334505,878.4389619890384,582481.9323310382,0,AK
2021-07-16,975.0,576.0,929.5747085062236,969.97654049964,583306.4121815138,0,AK
2021-07-17,1082.0,466.0,1032.5492673744452,1060.4514245914363,584066.4137779644,0,AK
2021-07-18,1189.0,1405.0,1138.3951217806557,1177.0534226024552,584910.5005032966,0,AK
2021-07-19,1296.0,146.0,1270.9523812577347,1293.7270379526235,584788.7598888825,0,AK
2021-07-20,1475.0,140.0,1387.4602081521396,1410.1085641789573,585909.1422972432,0,AK
2021-07-21,1654.0,418.0,1499.9135703952988,1605.3195929872932,586993.5341384263,0,AK
2021-07-22,1807.0,431.0,1763.5193129858071,1800.6237695173984,587758.2021703818,0,AK
2021-07-23,1960.0,429.0,1964.3785041444207,1967.5637241157133,588475.8249959908,0,AK
2021-07-24,2085.0,512.0,2107.9215627425847,2134.542342895438,589161.8344031356,0,AK
2021-07-25,2210.0,18.0,2283.208673380462,2271.0639290876707,589736.283558588,0,AK
2021-07-26,2335.0,571.0,2372.789097553151,2407.5650498516525,590777.3085302933,0,AK
2021-07-27,2452.0,122.0,2478.4704400286887,2544.4024351238736,591232.9072955807,0,AK
2021-07-28,2570.0,242.0,2596.6736123950973,2672.199624204409,592112.6257412776,0,AK
2021-07-29,2701.0,365.0,2693.6866003118143,2801.413060781477,592842.7249945119,0,AK
2021-07-30,2832.0,560.0,2810.311331576714,2944.746599172152,593419.5225739661,0,AK
2021-07-31,2920.0,410.0,2953.1811142088377,3088.01390704301,593772.6177268977,0,AK
2021-08-01,3008.0,52.0,3085.011645918664,3184.250311472434,594256.779809585,0,AK
2021-08-02,3097.0,34.0,3131.931336754817,3280.611177225114,595078.5736914069,0,AK
2021-08-03,3148.0,870.0,3212.393618750933,3378.3711953516904,595894.1424734268,0,AK
2021-08-04,3256.0,513.0,3291.9906367635053,3434.7048371797946,595856.0690686556,0,AK
2021-08-05,3392.0,436.0,3285.811848010466,3552.5071559455737,596156.779793452,0,AK
2021-08-06,3493.0,414.0,3441.775016675015,3701.170138611141,596507.7461426206,0,AK
2021-08-07,3585.0,496.0,3615.3163318663433,3811.710288175386,596859.438393019,0,AK
2021-08-08,3677.0,22.0,3686.515872360176,3912.448436449815,597109.3841440676,0,AK
2021-08-09,3770.0,12.0,3789.145222740002,4013.102206676507,597814.6852388076,0,AK
2021-08-10,3774.0,203.0,3881.497292035634,4115.328144720002,598506.1345274138,0,AK
2021-08-11,3897.0,447.0,3958.776504131056,4120.406174564268,598998.2655790038,0,AK
2021-08-12,4009.0,412.0,3866.9307834652,4255.219046641058,599219.6467337157,0,AK
2021-08-13,4058.0,649.0,4086.127274535386,4377.756313336202,599454.1568101852,0,AK
2021-08-14,4157.0,537.0,4201.603035583183,4431.522955435781,599440.5651437903,0,AK
2021-08-15,4256.0,26.0,4175.816108706793,4539.620108416896,599521.950812507,0,AK
2021-08-16,4355.0,780.0,4352.410399138957,4647.82676162048,600096.2545427614,0,AK
2021-08-17,4517.0,358.0,4446.313356470615,4756.623215495304,599892.957353267,0,AK
2021-08-18,4823.0,424.0,4532.779952978916,4933.312621821217,600085.8123007703,0,AK
2021-08-19,5107.0,558.0,4779.599435398182,5267.768990954788,600157.3651868079,0,AK
2021-08-20,5235.0,590.0,5255.358862739607,5578.058648137338,600044.7871725168,0,AK
2021-08-21,5316.0,695.0,5578.105341156941,5717.704373575696,599879.2663557874,0,AK
2021-08-22,5397.0,14.0,5597.4210740638,5805.933195628509,599596.5762108867,0,AK
2021-08-23,5477.0,13.0,5638.863167545618,5893.982256207168,599984.0681925707,0,AK
2021-08-24,5802.0,1105.0,5655.740501866006,5981.927810791047,600354.2254141396,0,AK
2021-08-25,6017.0,575.0,5657.155627499992,6337.475426807796,599571.6691617618,1,AK
2021-08-26,6341.0,661.0,6223.02181971631,6571.034030801509,599290.872725057,1,AK
2021-08-27,6537.0,621.0,6388.183341647003,6924.381779789152,598871.1536465887,1,AK
2021-08-28,6574.0,530.0,6856.863843955774,7137.665858115219,598462.387680579,1,AK
2021-08-29,6611.0,17.0,7024.557011278994,7177.33285757665,598143.0295176251,1,AK
2021-08-30,6648.0,634.0,6829.308179780651,7217.152797639893,598334.0321390947,1,AK
2021-08-31,6823.0,323.0,6835.584077594431,7257.891550721235,597899.3731241253,1,AK
2021-09-01,6951.0,462.0,6784.525369678882,7448.137399024584,597750.5648510023,1,AK
2021-09-02,6990.0,569.0,7051.18568029151,7587.582946553563,597442.3762559387,1,AK
2021-09-03,7119.0,649.0,7164.094712451994,7629.567151383216,597024.1096277103,1,AK
2021-09-04,7283.0,519.0,7119.311607131876,7769.558302171603,596508.5302292616,1,AK
2021-09-05,7447.0,461.0,7370.575249142356,7947.5211761770415,596100.7894650777,1,AK
2021-09-06,7610.0,229.0,7559.500223582319,8125.656935932832,595727.6360630655,1,AK
2021-09-07,7561.0,1704.0,7716.437260576842,8302.736982750752,595562.8612911126,1,AK
2021-09-08,7795.0,226.0,7922.741910279993,8248.936767390098,593933.52448224,1,AK
2021-09-09,7900.0,565.0,7653.38811830765,8500.763682513281,593761.5998406187,1,AK
2021-09-10,8066.0,781.0,8135.001455836934,8614.900051217513,593234.7080767093,1,AK
2021-09-11,8168.0,530.0,8138.445186838991,8794.763026716295,592469.7051120831,1,AK
2021-09-12,8270.0,57.0,8306.332674766638,8904.27471136478,591947.5347781689,1,AK
2021-09-13,8372.0,1081.0,8446.1058441832,9014.291492271934,591887.2636524009,1,AK
2021-09-14,8442.0,256.0,8489.513922470209,9125.333782742877,590786.2472331341,1,AK
2021-09-15,8747.0,542.0,8601.779287855936,9199.097819346602,590511.7769414561,1,AK
2021-09-16,9104.0,589.0,8611.853975725908,9530.796205292496,589902.5172524633,1,AK
2021-09-17,9404.0,846.0,9156.305780017989,9918.273440944287,589192.8029247087,1,AK
2021-09-18,9575.0,968.0,9637.96023239196,10243.285745293446,588183.7448644539,1,AK
2021-09-19,9746.0,989.0,9929.699599953126,10426.91229846952,587036.2265459113,1,AK
2021-09-20,9918.0,992.0,10049.50368444877,10610.076743020343,585853.094680289,1,AK
2021-09-21,10233.0,432.0,10193.884716897985,10794.126186685207,584652.7389753724,1,AK
2021-09-22,10645.0,1510.0,10314.97460095594,11133.60262487326,583974.2603893168,1,AK
2021-09-23,11113.0,1514.0,10733.006208247813,11579.893003884305,582156.7276386822,1,AK
2021-09-24,12167.0,129.0,11292.57283419102,12083.486744538754,580279.6679034709,1,AK
2021-09-25,12982.0,219.0,11881.474802417668,13223.303363151275,579634.7364327135,1,AK
2021-09-26,13797.0,170.0,13790.59683243023,14106.776050412647,578771.417303688,1,AK
2021-09-27,14613.0,4141.0,14519.978770058226,14989.140370426958,577832.0027602242,1,AK
2021-09-28,14601.0,318.0,15345.75705411404,15871.903862307168,572797.773156029,1,AK
2021-09-29,14503.0,785.0,16310.778218054496,15838.824883645511,571658.9419693947,1,AK
2021-09-30,14713.0,588.0,15146.128500239123,15728.012627844975,570085.2913504272,1,AK
2021-10-01,14848.0,769.0,14503.082269027787,15949.436528944583,568695.8533365497,1,AK
2021-10-02,14891.0,610.0,15084.695231585045,16090.155501631176,567122.5978729817,1,AK
2021-10-03,14934.0,17.0,15079.73664183487,16130.364025932222,565723.3650111768,1,AK
2021-10-04,14976.0,897.0,15026.70213071285,16171.24437564832,564929.7426997024,1,AK
2021-10-05,14966.0,156.0,15055.86008122507,16213.482782880976,563260.3982041101,1,AK
2021-10-06,14597.0,387.0,15069.521729435395,16195.843350824514,562357.2008712444,1,AK
2021-10-07,14159.0,461.0,14977.699253613995,15792.925126679567,561296.0008787096,1,AK
2021-10-08,13254.0,539.0,14087.275619920223,15314.942449431732,560247.0612776336,1,AK
2021-10-09,12878.0,413.0,13428.968821080136,14332.266809001563,559281.9795701414,1,AK
2021-10-10,12502.0,15.0,11675.608370634218,13922.288403762404,558517.1442278204,1,AK
2021-10-11,12126.0,787.0,11950.151673322413,13513.19062604701,558221.6721594953,1,AK
2021-10-12,11906.0,95.0,11672.775132891244,13105.801801737887,557219.1607790196,1,AK
2021-10-13,12143.0,222.0,11298.570651474229,12864.770431077595,556957.6201687232,1,AK
2021-10-14,11865.0,631.0,11380.483712446445,13119.989564890511,556534.1772592883,1,AK
2021-10-15,11828.0,822.0,12350.439519120304,12818.252398974477,555752.3430877209,1,AK
2021-10-16,11790.0,899.0,11486.902848136237,12775.757905334494,554795.834608652,1,AK
2021-10-17,11752.0,24.0,11685.810384590504,12731.637661035307,553781.1057443874,1,AK
2021-10-18,11714.0,8.0,11698.194119240778,12687.350654034528,553660.9054614805,1,AK
2021-10-19,11588.0,2496.0,11657.680368175044,12645.942228089614,553564.4098930618,1,AK
2021-10-20,11542.0,35.0,11638.075924918145,12509.612984961466,551001.4685234554,1,AK
2021-10-21,11707.0,386.0,11390.333776443087,12451.887489089686,550940.6277777026,1,AK
