Date,Recip_State,Recip_County,Administered_Dose1_Recip,Series_Complete_Yes
2021-02-25T00:00:00.000,OH,Medina County,17762,7754
2021-02-25T00:00:00.000,OH,Henry County,2710,1380
2021-02-25T00:00:00.000,OH,Summit County,48832,23924
2021-02-25T00:00:00.000,OH,Cuyahoga County,125061,64410
2021-02-25T00:00:00.000,OH,Fayette County,2558,1102
2021-02-25T00:00:00.000,OH,Jefferson County,5742,3180
2021-02-25T00:00:00.000,OH,Huron County,4476,2450
2021-02-25T00:00:00.000,OH,Wood County,14110,6579
2021-02-25T00:00:00.000,OH,Putnam County,3885,1952
2021-02-25T00:00:00.000,OH,Sandusky County,5428,2719
2021-02-25T00:00:00.000,OH,Pickaway County,4997,2051
2021-02-25T00:00:00.000,OH,Pike County,3192,1415
2021-02-25T00:00:00.000,OH,Tuscarawas County,7236,3399
2021-02-25T00:00:00.000,OH,Coshocton County,3482,2049
2021-02-25T00:00:00.000,OH,Gallia County,1805,1285
2021-02-25T00:00:00.000,OH,Clinton County,2912,1248
2021-02-25T00:00:00.000,OH,Madison County,3553,1835
2021-02-25T00:00:00.000,OH,Montgomery County,52844,27496
2021-02-25T00:00:00.000,OH,Belmont County,4557,2487
2021-02-25T00:00:00.000,OH,Ottawa County,4676,1946
2021-02-25T00:00:00.000,OH,Wyandot County,1672,955
2021-02-25T00:00:00.000,OH,Auglaize County,3417,1496
2021-02-25T00:00:00.000,OH,Morrow County,3097,1376
2021-02-25T00:00:00.000,OH,Ross County,7919,4107
2021-02-25T00:00:00.000,OH,Ashland County,3899,2090
2021-02-25T00:00:00.000,OH,Carroll County,2400,1016
2021-02-25T00:00:00.000,OH,Hocking County,2626,1303
2021-02-25T00:00:00.000,OH,Shelby County,3761,1409
2021-02-25T00:00:00.000,OH,Highland County,2788,913
2021-02-25T00:00:00.000,OH,Noble County,1478,900
2021-02-25T00:00:00.000,OH,Clark County,14898,7409
2021-02-25T00:00:00.000,OH,Allen County,10406,4417
2021-02-25T00:00:00.000,OH,Hardin County,2043,895
2021-02-25T00:00:00.000,OH,Richland County,11032,5874
2021-02-25T00:00:00.000,OH,Defiance County,3245,1311
2021-02-25T00:00:00.000,OH,Darke County,3428,1930
2021-02-25T00:00:00.000,OH,Unknown County,30184,5421
2021-02-25T00:00:00.000,OH,Harrison County,1539,768
2021-02-25T00:00:00.000,OH,Warren County,23126,12122
2021-02-25T00:00:00.000,OH,Lawrence County,5323,2976
2021-02-25T00:00:00.000,OH,Perry County,2750,1788
2021-02-25T00:00:00.000,OH,Delaware County,22210,11509
2021-02-25T00:00:00.000,OH,Champaign County,3675,2112
2021-02-25T00:00:00.000,OH,Erie County,6046,3494
2021-02-25T00:00:00.000,OH,Preble County,3288,1842
2021-02-25T00:00:00.000,OH,Marion County,5517,2771
2021-02-25T00:00:00.000,OH,Trumbull County,20737,10216
2021-02-25T00:00:00.000,OH,Miami County,8399,4658
2021-02-25T00:00:00.000,OH,Crawford County,4776,2414
2021-02-25T00:00:00.000,OH,Wayne County,7439,3890
2021-02-25T00:00:00.000,OH,Geauga County,10144,5164
2021-02-25T00:00:00.000,OH,Ashtabula County,8070,4356
2021-02-25T00:00:00.000,OH,Lorain County,28253,15242
2021-02-25T00:00:00.000,OH,Mahoning County,24702,11453
2021-02-25T00:00:00.000,OH,Clermont County,17179,7817
2021-02-25T00:00:00.000,OH,Brown County,3259,1348
2021-02-25T00:00:00.000,OH,Guernsey County,3825,1653
2021-02-25T00:00:00.000,OH,Greene County,24018,11909
2021-02-25T00:00:00.000,OH,Holmes County,2119,916
2021-02-25T00:00:00.000,OH,Jackson County,2679,1232
2021-02-25T00:00:00.000,OH,Logan County,3266,1449
2021-02-25T00:00:00.000,OH,Paulding County,1117,440
2021-02-25T00:00:00.000,OH,Seneca County,2895,1402
2021-02-25T00:00:00.000,OH,Muskingum County,10039,4902
2021-02-25T00:00:00.000,OH,Morgan County,1696,658
2021-02-24T00:00:00.000,OH,Darke County,3403,1909
2021-02-24T00:00:00.000,OH,Lake County,23310,10718
2021-02-24T00:00:00.000,OH,Athens County,6338,2708
2021-02-24T00:00:00.000,OH,Crawford County,4497,2324
2021-02-24T00:00:00.000,OH,Licking County,15941,7700
2021-02-24T00:00:00.000,OH,Brown County,3007,1267
2021-02-24T00:00:00.000,OH,Wyandot County,1661,833
2021-02-24T00:00:00.000,OH,Lawrence County,5146,2805
2021-02-24T00:00:00.000,OH,Mercer County,3359,1525
2021-02-24T00:00:00.000,OH,Jefferson County,5637,2934
2021-02-24T00:00:00.000,OH,Harrison County,1504,576
2021-02-24T00:00:00.000,OH,Stark County,38761,16573
2021-02-24T00:00:00.000,OH,Hardin County,1921,866
2021-02-24T00:00:00.000,OH,Williams County,1849,877
2021-02-24T00:00:00.000,OH,Noble County,1468,875
2021-02-24T00:00:00.000,OH,Putnam County,3830,1863
2021-02-24T00:00:00.000,OH,Mahoning County,24369,10620
2021-02-24T00:00:00.000,OH,Portage County,13447,6405
2021-02-24T00:00:00.000,OH,Adams County,1822,756
2021-02-24T00:00:00.000,OH,Henry County,2609,1212
2021-02-24T00:00:00.000,OH,Scioto County,8462,5705
2021-02-24T00:00:00.000,OH,Paulding County,1093,418
2021-02-24T00:00:00.000,OH,Lorain County,27599,14490
2021-02-24T00:00:00.000,OH,Muskingum County,9746,4436
2021-02-24T00:00:00.000,OH,Montgomery County,52218,26125
2021-02-24T00:00:00.000,OH,Madison County,3520,1804
2021-02-24T00:00:00.000,OH,Unknown County,29978,5304
2021-02-24T00:00:00.000,OH,Huron County,4435,2311
2021-02-24T00:00:00.000,OH,Erie County,6017,3335
2021-02-24T00:00:00.000,OH,Champaign County,3632,2094
2021-02-24T00:00:00.000,OH,Sandusky County,5241,2678
2021-02-24T00:00:00.000,OH,Guernsey County,3606,1633
2021-02-24T00:00:00.000,OH,Coshocton County,3452,1965
2021-02-24T00:00:00.000,OH,Preble County,3252,1770
2021-02-24T00:00:00.000,OH,Perry County,2709,1751
2021-02-24T00:00:00.000,OH,Hancock County,6843,3305
2021-02-24T00:00:00.000,OH,Monroe County,1498,824
2021-02-24T00:00:00.000,OH,Fayette County,2538,977
2021-02-24T00:00:00.000,OH,Clark County,14391,6753
2021-02-24T00:00:00.000,OH,Shelby County,3745,1345
2021-02-24T00:00:00.000,OH,Seneca County,2847,1282
2021-02-24T00:00:00.000,OH,Clermont County,16803,7437
2021-02-24T00:00:00.000,OH,Ottawa County,4638,1793
2021-02-24T00:00:00.000,OH,Union County,4804,2871
2021-02-24T00:00:00.000,OH,Defiance County,3163,1139
2021-02-24T00:00:00.000,OH,Franklin County,116725,60702
2021-02-24T00:00:00.000,OH,Pickaway County,4816,1964
2021-02-24T00:00:00.000,OH,Allen County,9890,3852
2021-02-24T00:00:00.000,OH,Summit County,48304,22893
2021-02-24T00:00:00.000,OH,Morgan County,1679,616
2021-02-24T00:00:00.000,OH,Ashland County,3845,2033
2021-02-24T00:00:00.000,OH,Hocking County,2552,1253
2021-02-24T00:00:00.000,OH,Carroll County,2362,916
2021-02-24T00:00:00.000,OH,Lucas County,45930,21773
2021-02-24T00:00:00.000,OH,Van Wert County,262,141
2021-02-24T00:00:00.000,OH,Columbiana County,11112,4469
2021-02-24T00:00:00.000,OH,Belmont County,4446,2390
2021-02-24T00:00:00.000,OH,Hamilton County,87542,45249
2021-02-24T00:00:00.000,OH,Geauga County,10016,4967
2021-02-24T00:00:00.000,OH,Warren County,22650,11673
2021-02-24T00:00:00.000,OH,Clinton County,2844,1172
2021-02-24T00:00:00.000,OH,Delaware County,21638,11132
2021-02-24T00:00:00.000,OH,Medina County,17431,7442
2021-02-24T00:00:00.000,OH,Logan County,3153,1403
2021-02-24T00:00:00.000,OH,Trumbull County,20413,9584
2021-02-24T00:00:00.000,OH,Fairfield County,12915,6277
2021-02-24T00:00:00.000,OH,Highland County,2744,876
2021-02-24T00:00:00.000,OH,Ross County,7780,3707
2021-02-24T00:00:00.000,OH,Pike County,2898,1362
2021-02-24T00:00:00.000,OH,Miami County,8341,4366
2021-02-24T00:00:00.000,OH,Wayne County,7275,3737
2021-02-24T00:00:00.000,OH,Morrow County,3066,1252
2021-02-24T00:00:00.000,OH,Tuscarawas County,7043,3224
2021-02-24T00:00:00.000,OH,Butler County,30530,14005
2021-02-24T00:00:00.000,OH,Ashtabula County,7969,4149
2021-02-24T00:00:00.000,OH,Fulton County,2961,1667
2021-02-24T00:00:00.000,OH,Marion County,5130,2745
2021-02-24T00:00:00.000,OH,Knox County,4978,2921
2021-02-24T00:00:00.000,OH,Holmes County,2117,911
2021-02-24T00:00:00.000,OH,Jackson County,2577,1194
2021-02-24T00:00:00.000,OH,Greene County,23605,10958
2021-02-24T00:00:00.000,OH,Vinton County,1104,531
2021-02-24T00:00:00.000,OH,Meigs County,2375,1080
2021-02-24T00:00:00.000,OH,Washington County,6729,3337
2021-02-24T00:00:00.000,OH,Richland County,10683,5512
2021-02-24T00:00:00.000,OH,Wood County,13616,6242
2021-02-24T00:00:00.000,OH,Auglaize County,3351,1383
2021-02-24T00:00:00.000,OH,Gallia County,1782,1203
2021-02-24T00:00:00.000,OH,Cuyahoga County,123393,61525
2021-02-23T00:00:00.000,OH,Logan County,3131,1173
2021-02-23T00:00:00.000,OH,Hamilton County,85964,41240
2021-02-23T00:00:00.000,OH,Cuyahoga County,120665,59658
2021-02-23T00:00:00.000,OH,Ashland County,3825,2016
2021-02-23T00:00:00.000,OH,Meigs County,2344,1044
2021-02-23T00:00:00.000,OH,Warren County,21833,11150
2021-02-23T00:00:00.000,OH,Union County,4765,2836
2021-02-23T00:00:00.000,OH,Richland County,10581,5332
2021-02-23T00:00:00.000,OH,Belmont County,4411,2360
2021-02-23T00:00:00.000,OH,Fairfield County,12765,6120
2021-02-23T00:00:00.000,OH,Clark County,14276,6649
2021-02-23T00:00:00.000,OH,Preble County,3229,1725
2021-02-23T00:00:00.000,OH,Carroll County,2338,895
2021-02-23T00:00:00.000,OH,Wayne County,7181,3650
2021-02-23T00:00:00.000,OH,Columbiana County,11075,4337
2021-02-23T00:00:00.000,OH,Shelby County,3734,1322
2021-02-23T00:00:00.000,OH,Darke County,3383,1833
2021-02-23T00:00:00.000,OH,Geauga County,9857,4877
2021-02-23T00:00:00.000,OH,Hancock County,6806,2911
2021-02-23T00:00:00.000,OH,Mercer County,3350,1315
2021-02-23T00:00:00.000,OH,Ross County,6894,3244
2021-02-23T00:00:00.000,OH,Clinton County,2809,1123
2021-02-23T00:00:00.000,OH,Butler County,30156,13328
2021-02-23T00:00:00.000,OH,Huron County,4390,2259
2021-02-23T00:00:00.000,OH,Brown County,3000,1255
2021-02-23T00:00:00.000,OH,Tuscarawas County,6932,3018
2021-02-23T00:00:00.000,OH,Pike County,2824,1309
2021-02-23T00:00:00.000,OH,Franklin County,114408,58820
2021-02-23T00:00:00.000,OH,Mahoning County,24124,10192
2021-02-23T00:00:00.000,OH,Henry County,2593,1206
2021-02-23T00:00:00.000,OH,Ottawa County,4532,1680
2021-02-23T00:00:00.000,OH,Champaign County,3601,2050
2021-02-23T00:00:00.000,OH,Madison County,3494,1789
2021-02-23T00:00:00.000,OH,Adams County,1817,735
2021-02-23T00:00:00.000,OH,Gallia County,1704,1129
2021-02-23T00:00:00.000,OH,Morgan County,1671,597
2021-02-23T00:00:00.000,OH,Knox County,4947,2912
2021-02-23T00:00:00.000,OH,Marion County,5088,2727
2021-02-23T00:00:00.000,OH,Lake County,23033,10495
2021-02-23T00:00:00.000,OH,Williams County,1837,874
2021-02-23T00:00:00.000,OH,Miami County,8263,4150
2021-02-23T00:00:00.000,OH,Montgomery County,51372,25095
2021-02-23T00:00:00.000,OH,Fulton County,2929,1657
2021-02-23T00:00:00.000,OH,Portage County,13141,5881
2021-02-23T00:00:00.000,OH,Hardin County,1901,760
2021-02-23T00:00:00.000,OH,Muskingum County,9693,3821
2021-02-23T00:00:00.000,OH,Monroe County,1476,816
2021-02-23T00:00:00.000,OH,Sandusky County,5004,2621
2021-02-23T00:00:00.000,OH,Vinton County,1064,475
2021-02-23T00:00:00.000,OH,Hocking County,2525,1124
2021-02-23T00:00:00.000,OH,Scioto County,8229,5375
2021-02-23T00:00:00.000,OH,Clermont County,16513,6997
2021-02-23T00:00:00.000,OH,Ashtabula County,7944,3949
2021-02-23T00:00:00.000,OH,Stark County,38547,16208
2021-02-23T00:00:00.000,OH,Paulding County,1065,407
2021-02-23T00:00:00.000,OH,Summit County,47831,22371
2021-02-23T00:00:00.000,OH,Lucas County,44753,21377
2021-02-23T00:00:00.000,OH,Holmes County,2034,857
2021-02-23T00:00:00.000,OH,Wyandot County,1656,742
2021-02-23T00:00:00.000,OH,Greene County,23074,10409
2021-02-23T00:00:00.000,OH,Auglaize County,3307,1279
2021-02-23T00:00:00.000,OH,Morrow County,3057,1222
2021-02-23T00:00:00.000,OH,Allen County,9624,3745
2021-02-23T00:00:00.000,OH,Lawrence County,4933,2724
2021-02-23T00:00:00.000,OH,Seneca County,2797,1189
2021-02-23T00:00:00.000,OH,Erie County,5979,3247
2021-02-23T00:00:00.000,OH,Highland County,2709,818
2021-02-23T00:00:00.000,OH,Delaware County,21254,10889
2021-02-23T00:00:00.000,OH,Harrison County,1491,558
2021-02-23T00:00:00.000,OH,Medina County,17106,7295
2021-02-23T00:00:00.000,OH,Noble County,1466,864
2021-02-23T00:00:00.000,OH,Jackson County,2522,1164
2021-02-23T00:00:00.000,OH,Athens County,6272,2661
2021-02-23T00:00:00.000,OH,Crawford County,4468,2275
2021-02-23T00:00:00.000,OH,Fayette County,2504,951
2021-02-23T00:00:00.000,OH,Wood County,12620,6116
2021-02-23T00:00:00.000,OH,Coshocton County,3440,1944
2021-02-23T00:00:00.000,OH,Perry County,2681,1641
2021-02-23T00:00:00.000,OH,Trumbull County,20282,9053
2021-02-23T00:00:00.000,OH,Unknown County,29832,5131
2021-02-23T00:00:00.000,OH,Guernsey County,3565,1439
2021-02-23T00:00:00.000,OH,Washington County,6608,3287
2021-02-23T00:00:00.000,OH,Defiance County,3122,1112
2021-02-23T00:00:00.000,OH,Pickaway County,4745,1861
2021-02-23T00:00:00.000,OH,Licking County,15622,7563
2021-02-23T00:00:00.000,OH,Van Wert County,250,138
2021-02-23T00:00:00.000,OH,Putnam County,3792,1824
2021-02-23T00:00:00.000,OH,Lorain County,27304,13928
2021-02-23T00:00:00.000,OH,Jefferson County,5609,2677
2021-02-22T00:00:00.000,OH,Knox County,4931,2367
2021-02-22T00:00:00.000,OH,Putnam County,3788,1824
2021-02-22T00:00:00.000,OH,Darke County,3371,1810
2021-02-22T00:00:00.000,OH,Harrison County,1491,554
2021-02-22T00:00:00.000,OH,Clark County,14222,6590
2021-02-22T00:00:00.000,OH,Pickaway County,4696,1844
2021-02-22T00:00:00.000,OH,Ashtabula County,7923,3856
2021-02-22T00:00:00.000,OH,Wyandot County,1656,718
2021-02-22T00:00:00.000,OH,Defiance County,3106,1103
2021-02-22T00:00:00.000,OH,Fulton County,2924,1655
2021-02-22T00:00:00.000,OH,Columbiana County,10978,4241
2021-02-22T00:00:00.000,OH,Butler County,29814,12922
2021-02-22T00:00:00.000,OH,Hardin County,1899,760
2021-02-22T00:00:00.000,OH,Medina County,16971,6865
2021-02-22T00:00:00.000,OH,Guernsey County,3563,1433
2021-02-22T00:00:00.000,OH,Fayette County,2344,923
2021-02-22T00:00:00.000,OH,Gallia County,1698,1114
2021-02-22T00:00:00.000,OH,Pike County,2331,1165
2021-02-22T00:00:00.000,OH,Monroe County,1476,811
2021-02-22T00:00:00.000,OH,Unknown County,29765,5046
2021-02-22T00:00:00.000,OH,Fairfield County,12721,6039
2021-02-22T00:00:00.000,OH,Delaware County,21152,10705
2021-02-22T00:00:00.000,OH,Erie County,5967,3167
2021-02-22T00:00:00.000,OH,Portage County,13035,5720
2021-02-22T00:00:00.000,OH,Brown County,2903,1064
2021-02-22T00:00:00.000,OH,Coshocton County,3437,1932
2021-02-22T00:00:00.000,OH,Trumbull County,20077,8550
2021-02-22T00:00:00.000,OH,Belmont County,4395,2295
2021-02-22T00:00:00.000,OH,Logan County,3129,1169
2021-02-22T00:00:00.000,OH,Highland County,2704,804
2021-02-22T00:00:00.000,OH,Champaign County,3596,2046
2021-02-22T00:00:00.000,OH,Lawrence County,4928,2632
2021-02-22T00:00:00.000,OH,Carroll County,2288,881
2021-02-22T00:00:00.000,OH,Licking County,15590,7506
2021-02-22T00:00:00.000,OH,Ross County,6844,3222
2021-02-22T00:00:00.000,OH,Union County,4751,2801
2021-02-22T00:00:00.000,OH,Ashland County,3822,1858
2021-02-22T00:00:00.000,OH,Vinton County,1064,474
2021-02-22T00:00:00.000,OH,Huron County,4379,2125
2021-02-22T00:00:00.000,OH,Miami County,8199,3759
2021-02-22T00:00:00.000,OH,Perry County,2681,1638
2021-02-22T00:00:00.000,OH,Geauga County,9790,4738
2021-02-22T00:00:00.000,OH,Stark County,37856,15904
2021-02-22T00:00:00.000,OH,Crawford County,4443,2152
2021-02-22T00:00:00.000,OH,Jefferson County,5584,2469
2021-02-22T00:00:00.000,OH,Jackson County,2520,1155
2021-02-22T00:00:00.000,OH,Paulding County,1062,406
2021-02-22T00:00:00.000,OH,Hamilton County,85396,40266
2021-02-22T00:00:00.000,OH,Adams County,1813,725
2021-02-22T00:00:00.000,OH,Wayne County,7145,3527
2021-02-22T00:00:00.000,OH,Seneca County,2789,1180
2021-02-22T00:00:00.000,OH,Marion County,5087,2710
2021-02-22T00:00:00.000,OH,Montgomery County,50579,23164
2021-02-22T00:00:00.000,OH,Meigs County,2343,1041
2021-02-22T00:00:00.000,OH,Wood County,12563,6083
2021-02-22T00:00:00.000,OH,Franklin County,113608,57794
2021-02-22T00:00:00.000,OH,Athens County,6252,2623
2021-02-22T00:00:00.000,OH,Noble County,1465,796
2021-02-22T00:00:00.000,OH,Warren County,20895,10858
2021-02-22T00:00:00.000,OH,Williams County,1825,766
2021-02-22T00:00:00.000,OH,Henry County,2589,1206
2021-02-22T00:00:00.000,OH,Lucas County,44460,21210
2021-02-22T00:00:00.000,OH,Clinton County,2779,1001
2021-02-22T00:00:00.000,OH,Mahoning County,23674,9598
2021-02-22T00:00:00.000,OH,Madison County,3469,1693
2021-02-22T00:00:00.000,OH,Hancock County,6801,2894
2021-02-22T00:00:00.000,OH,Lake County,22926,10265
2021-02-22T00:00:00.000,OH,Van Wert County,246,136
2021-02-22T00:00:00.000,OH,Ottawa County,4491,1674
2021-02-22T00:00:00.000,OH,Preble County,3210,1692
2021-02-22T00:00:00.000,OH,Auglaize County,3302,1278
2021-02-22T00:00:00.000,OH,Summit County,47472,21684
2021-02-22T00:00:00.000,OH,Clermont County,16370,6903
2021-02-22T00:00:00.000,OH,Muskingum County,9693,3821
2021-02-22T00:00:00.000,OH,Scioto County,8210,5058
2021-02-22T00:00:00.000,OH,Mercer County,3345,1314
2021-02-22T00:00:00.000,OH,Tuscarawas County,6882,2933
2021-02-22T00:00:00.000,OH,Washington County,6544,2975
2021-02-22T00:00:00.000,OH,Morgan County,1670,590
2021-02-22T00:00:00.000,OH,Allen County,9527,3707
2021-02-22T00:00:00.000,OH,Shelby County,3727,1308
2021-02-22T00:00:00.000,OH,Lorain County,27050,13377
2021-02-22T00:00:00.000,OH,Cuyahoga County,119502,57677
2021-02-22T00:00:00.000,OH,Morrow County,3032,1096
2021-02-22T00:00:00.000,OH,Hocking County,2524,1124
2021-02-22T00:00:00.000,OH,Richland County,10475,4810
2021-02-22T00:00:00.000,OH,Sandusky County,5000,2610
2021-02-22T00:00:00.000,OH,Holmes County,2031,841
2021-02-22T00:00:00.000,OH,Greene County,22852,9362
2021-02-21T00:00:00.000,OH,Lucas County,44180,20178
2021-02-21T00:00:00.000,OH,Guernsey County,3550,1429
2021-02-21T00:00:00.000,OH,Richland County,10401,4579
2021-02-21T00:00:00.000,OH,Tuscarawas County,6856,2598
2021-02-21T00:00:00.000,OH,Trumbull County,19900,8148
2021-02-21T00:00:00.000,OH,Carroll County,2285,868
2021-02-21T00:00:00.000,OH,Stark County,37779,14751
2021-02-21T00:00:00.000,OH,Harrison County,1488,546
2021-02-21T00:00:00.000,OH,Franklin County,113069,55668
2021-02-21T00:00:00.000,OH,Gallia County,1691,1110
2021-02-21T00:00:00.000,OH,Fairfield County,12631,5848
2021-02-21T00:00:00.000,OH,Knox County,4904,2185
2021-02-21T00:00:00.000,OH,Champaign County,3574,1721
2021-02-21T00:00:00.000,OH,Union County,4716,2512
2021-02-21T00:00:00.000,OH,Washington County,6529,2775
2021-02-21T00:00:00.000,OH,Wood County,12392,5647
2021-02-21T00:00:00.000,OH,Huron County,4263,1960
2021-02-21T00:00:00.000,OH,Brown County,2895,1044
2021-02-21T00:00:00.000,OH,Marion County,5082,2651
2021-02-21T00:00:00.000,OH,Lake County,22798,9738
2021-02-21T00:00:00.000,OH,Summit County,47205,20647
2021-02-21T00:00:00.000,OH,Noble County,1462,790
2021-02-21T00:00:00.000,OH,Seneca County,2776,1152
2021-02-21T00:00:00.000,OH,Ashtabula County,7877,3803
2021-02-21T00:00:00.000,OH,Vinton County,1064,474
2021-02-21T00:00:00.000,OH,Greene County,22590,8993
2021-02-21T00:00:00.000,OH,Mahoning County,23379,9111
2021-02-21T00:00:00.000,OH,Morrow County,3018,1063
2021-02-21T00:00:00.000,OH,Darke County,3357,1720
2021-02-21T00:00:00.000,OH,Fulton County,2906,1496
2021-02-21T00:00:00.000,OH,Mercer County,3337,1251
2021-02-21T00:00:00.000,OH,Belmont County,4357,2062
2021-02-21T00:00:00.000,OH,Ross County,6833,3218
2021-02-21T00:00:00.000,OH,Miami County,8176,3639
2021-02-21T00:00:00.000,OH,Hancock County,6774,2783
2021-02-21T00:00:00.000,OH,Coshocton County,3364,1893
2021-02-21T00:00:00.000,OH,Ashland County,3812,1791
2021-02-21T00:00:00.000,OH,Clermont County,16065,6435
2021-02-21T00:00:00.000,OH,Hamilton County,83451,37227
2021-02-21T00:00:00.000,OH,Logan County,3119,1109
2021-02-21T00:00:00.000,OH,Scioto County,8163,4815
2021-02-21T00:00:00.000,OH,Warren County,20494,10351
2021-02-21T00:00:00.000,OH,Fayette County,2341,901
2021-02-21T00:00:00.000,OH,Pickaway County,4682,1795
2021-02-21T00:00:00.000,OH,Perry County,2678,1631
2021-02-21T00:00:00.000,OH,Butler County,29457,11855
2021-02-21T00:00:00.000,OH,Jefferson County,5579,2402
2021-02-21T00:00:00.000,OH,Auglaize County,3294,1275
2021-02-21T00:00:00.000,OH,Muskingum County,9378,3812
2021-02-21T00:00:00.000,OH,Portage County,12964,5472
2021-02-21T00:00:00.000,OH,Highland County,2699,780
2021-02-21T00:00:00.000,OH,Medina County,16807,6630
2021-02-21T00:00:00.000,OH,Allen County,9484,3534
2021-02-21T00:00:00.000,OH,Crawford County,4324,2117
2021-02-21T00:00:00.000,OH,Unknown County,29717,4992
2021-02-21T00:00:00.000,OH,Putnam County,3769,1365
2021-02-21T00:00:00.000,OH,Wayne County,7114,3371
2021-02-21T00:00:00.000,OH,Meigs County,2288,1025
2021-02-21T00:00:00.000,OH,Monroe County,1401,776
2021-02-21T00:00:00.000,OH,Henry County,2579,1157
2021-02-21T00:00:00.000,OH,Morgan County,1667,583
2021-02-21T00:00:00.000,OH,Wyandot County,1654,698
2021-02-21T00:00:00.000,OH,Licking County,15550,7281
2021-02-21T00:00:00.000,OH,Madison County,3459,1652
2021-02-21T00:00:00.000,OH,Van Wert County,241,135
2021-02-21T00:00:00.000,OH,Adams County,1812,721
2021-02-21T00:00:00.000,OH,Hardin County,1892,737
2021-02-21T00:00:00.000,OH,Lawrence County,4914,2602
2021-02-21T00:00:00.000,OH,Jackson County,2514,1130
2021-02-21T00:00:00.000,OH,Erie County,5942,3074
2021-02-21T00:00:00.000,OH,Hocking County,2524,1121
2021-02-21T00:00:00.000,OH,Columbiana County,10952,4165
2021-02-21T00:00:00.000,OH,Lorain County,26853,12783
2021-02-21T00:00:00.000,OH,Shelby County,3723,1273
2021-02-21T00:00:00.000,OH,Clinton County,2765,976
2021-02-21T00:00:00.000,OH,Paulding County,1059,403
2021-02-21T00:00:00.000,OH,Ottawa County,4245,1399
2021-02-21T00:00:00.000,OH,Holmes County,2031,837
2021-02-21T00:00:00.000,OH,Defiance County,3092,1094
2021-02-21T00:00:00.000,OH,Williams County,1817,743
2021-02-21T00:00:00.000,OH,Sandusky County,4841,2576
2021-02-21T00:00:00.000,OH,Cuyahoga County,117886,55298
2021-02-21T00:00:00.000,OH,Geauga County,9693,4379
2021-02-21T00:00:00.000,OH,Delaware County,21066,10377
2021-02-21T00:00:00.000,OH,Athens County,6249,2606
2021-02-21T00:00:00.000,OH,Preble County,3189,1336
2021-02-21T00:00:00.000,OH,Montgomery County,50216,22214
2021-02-21T00:00:00.000,OH,Clark County,14048,6373
2021-02-21T00:00:00.000,OH,Pike County,2327,1160
2021-02-20T00:00:00.000,OH,Fayette County,2308,880
2021-02-20T00:00:00.000,OH,Champaign County,3532,1162
2021-02-20T00:00:00.000,OH,Erie County,5869,2730
2021-02-20T00:00:00.000,OH,Trumbull County,19379,7099
2021-02-20T00:00:00.000,OH,Unknown County,29633,4760
2021-02-20T00:00:00.000,OH,Franklin County,111139,52375
2021-02-20T00:00:00.000,OH,Stark County,37289,12780
2021-02-20T00:00:00.000,OH,Fairfield County,12391,5379
2021-02-20T00:00:00.000,OH,Butler County,28877,10620
2021-02-20T00:00:00.000,OH,Meigs County,2154,919
2021-02-20T00:00:00.000,OH,Hamilton County,81819,34202
2021-02-20T00:00:00.000,OH,Ashtabula County,7785,3578
2021-02-20T00:00:00.000,OH,Defiance County,2939,1000
2021-02-20T00:00:00.000,OH,Morgan County,1553,449
2021-02-20T00:00:00.000,OH,Clark County,13930,6090
2021-02-20T00:00:00.000,OH,Scioto County,8013,4476
2021-02-20T00:00:00.000,OH,Allen County,9317,3160
2021-02-20T00:00:00.000,OH,Washington County,6421,2601
2021-02-20T00:00:00.000,OH,Athens County,6023,2332
2021-02-20T00:00:00.000,OH,Pike County,2265,1147
2021-02-20T00:00:00.000,OH,Lawrence County,4876,2529
2021-02-20T00:00:00.000,OH,Paulding County,950,356
2021-02-20T00:00:00.000,OH,Holmes County,1942,764
2021-02-20T00:00:00.000,OH,Hardin County,1854,697
2021-02-20T00:00:00.000,OH,Logan County,3095,873
2021-02-20T00:00:00.000,OH,Mercer County,3323,1226
2021-02-20T00:00:00.000,OH,Lake County,22099,8781
2021-02-20T00:00:00.000,OH,Wayne County,6951,3018
2021-02-20T00:00:00.000,OH,Huron County,4154,1801
2021-02-20T00:00:00.000,OH,Greene County,22112,8447
2021-02-20T00:00:00.000,OH,Sandusky County,4743,2400
2021-02-20T00:00:00.000,OH,Delaware County,20742,9897
2021-02-20T00:00:00.000,OH,Preble County,3159,1146
2021-02-20T00:00:00.000,OH,Richland County,10197,4247
2021-02-20T00:00:00.000,OH,Vinton County,1040,408
2021-02-20T00:00:00.000,OH,Auglaize County,3281,1251
2021-02-20T00:00:00.000,OH,Fulton County,2869,1272
2021-02-20T00:00:00.000,OH,Adams County,1802,577
2021-02-20T00:00:00.000,OH,Shelby County,3651,1180
2021-02-20T00:00:00.000,OH,Brown County,2853,981
2021-02-20T00:00:00.000,OH,Noble County,1457,779
2021-02-20T00:00:00.000,OH,Wood County,11640,5117
2021-02-20T00:00:00.000,OH,Williams County,1813,727
2021-02-20T00:00:00.000,OH,Union County,4654,2349
2021-02-20T00:00:00.000,OH,Crawford County,4245,1942
2021-02-20T00:00:00.000,OH,Belmont County,4288,1900
2021-02-20T00:00:00.000,OH,Miami County,8119,3247
2021-02-20T00:00:00.000,OH,Portage County,12490,4978
2021-02-20T00:00:00.000,OH,Hocking County,2502,1011
